Chain,CE_2026-03-27,CE_2026-03-25,CE_2026-03-23,strikePrice,PE_2026-03-23,PE_2026-03-25,PE_2026-03-27
Bid,0.6,0.25,0,60,,17.1,21.6
Ask,1.3,0.9,0.9,60,,19.6,24.0
Ask,2.45,1.55,0.55,55,,14.8,13.7
Bid,1.1,0.75,0.05,55,,13,11.9
Ask,3.3,2.55,0.75,50,7.9,9,9.6
Bid,2.35,1.7,0.35,50,6.3,7.8,8.3
Bid,4.1,3.3,1.5,45,3.1,4.5,5.4
Ask,4.7,4.1,2.05,45,3.4,5.5,6.1
Bid,6.4,5.7,4.1,40,1,2.35,2.9
Ask,7.6,6.9,4.8,40,1.35,3.2,3.9
Bid,9.2,8.8,7.5,35,0.1,1,1.5
Ask,11.6,10.7,9.7,35,0.7,1.65,2.0
Bid,14,15.4,,30,0,0.3,0.45
Ask,17.2,17.9,,30,0.5,1.1,1.4
Ask,,,,25,,1.05,1.15
Bid,,,,25,,0,0.0
Bid,,,,22.5,0,0,0.0
Ask,,,,22.5,0.1,1.2,1.1
Ask,25.7,,,20,,1,1.0
Bid,21.9,,,20,,0,0.0
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,,,,25,14.25,13.25,
Ask,,,,25,14.85,16.65,
Ask,,,,24,14.2,,15.65
Bid,,,,24,13.2,,12.25
Ask,,,,21,,12.65,12.7
Bid,,,,21,,9.5,9.5
Ask,,0.02,0.01,20,11.45,11.65,11.7
Bid,,0,0,20,9.35,8.5,8.5
Bid,,,0,19,8.25,,7.5
Ask,,,0.02,19,10.6,,9.6
Bid,,,0,18.5,7.65,,7.0
Ask,,,0.53,18.5,8.35,,9.7
Ask,,0.02,0.01,18,7.85,9.65,9.0
Bid,,0,0,18,7.25,6.5,6.5
Ask,,0.02,0.01,17.5,9.2,9.15,8.5
Bid,,0,0,17.5,6.8,6,6.0
Ask,0.02,0.02,0.02,17,8.65,8.25,7.15
Bid,0,0,0,17,6.05,5.5,5.5
Ask,0.05,0.02,0.25,16.5,8.15,7.9,7.0
Bid,0,0,0,16.5,5.75,5.05,5.05
Bid,0,0,0,16,5.15,4.65,5.2
Ask,0.2,0.04,0.01,16,7.65,7.15,6.15
Ask,0.23,0.02,0.04,15.5,7.15,6.3,5.7
Bid,0,0,0,15.5,4.65,4.15,4.6
Ask,0.01,0.01,0.01,15,6,6.1,5.75
Bid,0,0,0,15,4.1,3.65,3.5
Ask,0.01,0.04,0.01,14.5,4.25,5.3,5.65
Bid,0,0,0,14.5,3.9,3.15,2.97
Bid,0,0,0,14,3.25,3.05,2.91
Ask,0.03,0.02,0.01,14,4.35,4.6,3.9
Bid,0,0,0,13.5,2.95,2.8,2.8
Ask,0.06,0.03,0.01,13.5,3.5,3.15,3.25
Bid,0.05,0.01,0,13,2.46,2.41,2.53
Ask,0.07,0.03,0.03,13,2.68,2.69,2.96
Ask,0.1,0.04,0.03,12.5,2.19,2.37,2.33
Bid,0.08,0.03,0.01,12.5,1.94,2,2.02
Ask,0.15,0.07,0.03,12,1.7,1.7,1.79
Bid,0.13,0.06,0.02,12,1.49,1.49,1.52
Ask,0.25,0.14,0.07,11.5,1.15,1.33,1.56
Bid,0.2,0.12,0.05,11.5,1.05,1.14,1.09
Ask,0.41,0.27,0.15,11,0.74,0.82,0.97
Bid,0.36,0.25,0.14,11,0.67,0.77,0.9
Ask,0.63,0.48,0.35,10.5,0.4,0.53,0.7
Bid,0.41,0.43,0.31,10.5,0.36,0.46,0.62
Bid,0.84,0.61,0.6,10,0.17,0.28,0.4
Ask,0.91,0.8,0.73,10,0.2,0.3,0.47
Ask,1.44,1.47,1.2,9.5,0.09,0.17,0.28
Bid,1.13,0.75,0.66,9.5,0.08,0.16,0.25
Bid,1.51,1.38,1.1,9,0.03,0.07,0.1
Ask,1.81,2.2,1.65,9,0.04,0.09,0.19
Bid,1.8,1.75,1.53,8.5,0.01,0.03,0.08
Ask,2.92,2.24,2.54,8.5,0.04,0.06,0.11
Bid,2.05,2.28,2.35,8,0.01,0,0.03
Ask,3.95,2.66,2.67,8,0.02,0.03,0.06
Ask,5,3.75,4.15,7,0.02,0.05,0.04
Bid,3.05,3.1,3.1,7,0,0,0.0
Bid,4.05,4.3,4.25,6,,,0.0
Ask,5.8,4.65,4.7,6,,,0.53
Ask,6.95,7.5,5.9,5,,,
Bid,4.85,5.05,5.2,5,,,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,,3.2,,90,,,
Bid,,2.3,,90,,,
Ask,6.2,5,3.5,85,,,
Bid,4.8,3.7,2.9,85,,,
Bid,7.2,6.6,5,80,,,
Ask,8.8,7.6,6.3,80,,,
Bid,,6.4,5.4,79,2.15,,
Ask,,8.1,7,79,3.1,,
Ask,,8.8,,78,,,
Bid,,7.1,,78,,,
Bid,,,6.8,77,,,
Ask,,,8.3,77,,,
Ask,,10.3,9.1,76,,,
Bid,,8.5,7,76,,,
Ask,12,11,10,75,,,
Bid,10.1,8.8,7.7,75,,,
Bid,10.4,9.5,8.1,74,,,
Ask,12.7,11.7,10.8,74,,,
Bid,,9.9,8.9,73,,,
Ask,,12.5,11.6,73,,,
Bid,11.5,10.6,9.8,72,,,
Ask,14.4,13.3,12.5,72,,,
Bid,12.7,11.7,11.1,71,,,
Ask,14.9,14.1,13.4,71,,,
Bid,13.6,12.3,12,70,,0.95,
Ask,15.7,15,14.3,70,,1.65,
Bid,13.8,13.5,12.7,69,0.05,0.65,
Ask,16.5,15.6,15,69,1.25,1.5,
Ask,17.3,16.7,16.1,68,0.55,1.35,
Bid,14.6,14,13.4,68,0,0.65,
Ask,18.2,17.7,16.9,67,0.95,1.1,
Bid,15.5,14.9,14.3,67,0,0.6,
Ask,19,18.5,17.9,66,0.6,,1.65
Bid,16.3,16.5,15.7,66,0.25,,1.05
Bid,17.2,16.6,16.5,65,0,0.35,0.8
Ask,19.9,19.4,18.9,65,0.8,0.9,1.45
Ask,21,20.2,20,64,0.7,,
Bid,18.1,17.6,17.2,64,0,,
Bid,19.1,18.5,18.2,63,0,0.15,0.45
Ask,21.7,21.3,21,63,0.65,0.8,1.4
Ask,,22.2,21.7,62,0.3,0.75,
Bid,,19.4,20,62,0,0.1,
Bid,20.7,20.4,20.1,61,0.05,0.1,
Ask,23.5,23,22.9,61,0.3,0.7,
Ask,24.7,24.2,23.9,60,0.4,0.55,1.05
Bid,21.7,21.7,21.5,60,0,0.1,0.25
Ask,,25,24.6,59,,,
Bid,,22.3,22.1,59,,,
Ask,26.5,,25.9,58,0.55,0.7,
Bid,23.5,,23.1,58,0.05,0,
Bid,,,24.4,57,0,0.05,
Ask,,,26.7,57,0.25,0.5,
Ask,28.2,,28,56,0.2,0.4,0.8
Bid,25.4,,25.1,56,0,0.05,0.05
Ask,29,28.9,28.6,55,0.4,0.65,
Bid,26.3,26.2,26.2,55,0,0,
Ask,30.4,30,29.8,54,0.2,0.55,0.6
Bid,27.3,27.1,27.1,54,0,0,0.0
Ask,,30.9,,53,0.2,0.5,0.7
Bid,,28.1,,53,0,0,0.05
Ask,,,31.7,52,0.15,0.5,0.7
Bid,,,29.6,52,0,0,0.0
Ask,,33.1,32.7,51,0.15,0.65,0.75
Bid,,30.1,30.3,51,0,0,0.0
Bid,31.2,31.1,31.2,50,0,0,0.0
Ask,34.9,34.1,33.8,50,0.15,0.45,0.6
Bid,,,32.1,49,0,0,0.05
Ask,,,34.8,49,0.35,0.4,0.75
Bid,,,33.1,48,0,0,0.0
Ask,,,35.6,48,0.35,0.4,0.7
Ask,,,,47.5,0.15,,
Bid,,,34.1,47,0,0,0.0
Ask,,,36.6,47,0.15,0.6,0.7
Bid,,,34.7,46.5,,,
Ask,,,37,46.5,,,
Bid,,,35.1,46,0,0,0.0
Ask,,,37.5,46,0.15,0.2,1.35
Ask,39.1,38.8,38.6,45,0.35,0.2,0.65
Bid,36.1,36.4,36,45,0,0,0.0
Bid,,,,44,0,0,0.0
Ask,,,,44,0.35,0.2,0.4
Bid,,,,43,0,0,0.0
Ask,,,,43,0.55,0.35,0.55
Bid,,,,42,0,0,0.0
Ask,,,,42,0.15,0.55,0.8
Ask,,,,40,0.65,0.15,0.4
Bid,,,,40,0,0,0.0
Bid,,,,35,0,0,0.0
Ask,,,,35,0.95,0.8,0.35
Bid,,,,30,0,,
Ask,,,,30,1.15,,
Chain,CE_2026-10-16,CE_2026-07-17,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-07-17,PE_2026-10-16
Bid,,,,35,,18.8,
Ask,,,,35,,21.2,
Ask,,0.75,0.75,30,10.4,17.9,17.9
Bid,,0,0,30,8.9,15.5,15.3
Bid,,0,0,25,4.2,,
Ask,,0.75,0.75,25,7.2,,
Ask,,0.75,0.1,22.5,5.2,6.2,
Bid,,0,0,22.5,3.5,3.4,
Ask,1,0.7,0.75,20,7.4,7.4,7.7
Bid,0,0,0,20,5.9,5.7,5.4
Bid,0.55,0.35,0.05,17.5,3.4,3.3,4.0
Ask,1.9,0.65,0.2,17.5,4.8,4.9,4.9
Ask,2.65,2,0.55,15,1.85,3.5,4.6
Bid,1.35,0.85,0.15,15,1.25,2.05,2.4
Ask,,3.9,12.2,12.5,0.75,0.9,1.65
Bid,,2.7,8.1,12.5,0,0.75,0.9
Ask,6.3,4.5,,10,0.75,0.45,0.75
Bid,2.25,3.1,,10,,0,0.1
Ask,,,,7.5,,,0.6
Bid,,,,7.5,,,0.0
Bid,7.7,,,5,,,
Ask,9.6,,,5,,,
Ask,12.5,,,2.5,,,
Bid,10,,,2.5,,,
Chain,CE_2026-04-10,CE_2026-04-02,strikePrice,CE_2026-03-27,PE_2026-03-27
Ask,,,26,2.15,
Bid,,,26,0,
Ask,0.05,,25,,
Bid,0,,25,,
Ask,,,24,1,
Bid,,,24,0,
Ask,,,23.5,2.15,
Bid,,,23.5,0,
Ask,,,23,2.45,
Bid,,,23,0,
Ask,,,22.5,2.2,
Bid,,,22.5,0.55,
Ask,,4.6,21,,
Bid,,1.95,21,,
Ask,,,20,,0.45
Bid,,,20,,0.0
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,,,0.01,16,,,
Ask,,,0.01,15,,,
Ask,0.02,,,14,,,
Bid,0,,,14,,,
Bid,,,,13,5.75,,
Ask,,,,13,6.95,,
Bid,,,,12.5,5.2,,
Ask,,,,12.5,6.55,,
Bid,,0,0,12,,,4.6
Ask,,0.75,1.15,12,,,5.8
Ask,,0.75,0.75,11.5,,5.3,5.3
Bid,,0,0,11.5,,4.25,4.1
Ask,0.75,0.3,0.05,11,,,
Bid,0,0,0,11,,,
Ask,0.59,0.35,0.51,10.5,4.3,,
Bid,0,0,0,10.5,3.25,,
Ask,0.56,0.52,0.14,10,3.65,3.8,3.8
Bid,0,0,0,10,3.35,3.15,3.15
Ask,0.23,0.47,0.51,9.5,3.15,,
Bid,0.01,0,0,9.5,2.68,,
Bid,0,0,0,9,2.18,2.1,2.37
Ask,0.08,0.06,0.05,9,2.67,2.77,2.69
Bid,0,0,0,8.5,1.68,1.89,
Ask,0.31,0.08,0.07,8.5,2.22,2.18,
Bid,0.05,0.04,0.01,8,1.43,0.69,1.16
Ask,0.13,0.08,0.03,8,1.66,1.83,1.82
Bid,0.12,0.08,0,7.5,0.84,0.94,1.02
Ask,0.19,0.12,0.07,7.5,1.18,1.23,1.3
Ask,0.3,0.2,0.12,7,0.72,0.77,0.93
Bid,0.21,0.16,0.07,7,0.38,0.46,0.52
Ask,0.49,0.39,0.29,6.5,0.29,0.45,0.46
Bid,0.38,0.33,0.21,6.5,0.23,0.32,0.39
Ask,,1.11,1.2,6,0.1,0.2,0.27
Bid,,0.3,0.31,6,0.06,0.14,0.19
Ask,2,1.96,1.89,5.5,0.25,0.1,0.12
Bid,0.85,0.81,0.83,5.5,0,0,0.0
Bid,0.91,,1.41,5,0,0,0.0
Ask,2.66,,1.85,5,0.75,0.93,0.34
Ask,2.69,,2.91,4.5,,0.75,
Bid,1.79,,1.76,4.5,,0,
Ask,,3.4,3.4,4,1.75,1.15,
Bid,,2.2,2.2,4,0,,
Ask,3.9,,3.9,3.5,0.95,,
Bid,2.7,,2.7,3.5,0,,
Bid,,3.25,3.25,3,,,
Ask,,4.45,4.2,3,1.32,,
Bid,,3.75,3.85,2.5,0,,
Ask,,4.95,4.55,2.5,0.01,0.51,
Bid,4.3,,4.2,2,0,0,0.0
Ask,5.45,,6.15,2,0.01,0.01,0.01
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,,0.38,,30,,,
Bid,,0,,30,,,
Ask,0.4,0.38,0.06,25,,,
Bid,0,0,0,25,,,
Bid,0,0,0,24,,,
Ask,0.4,0.39,0.06,24,,,
Ask,0.41,0.39,0.19,23,,,
Bid,0,0,0,23,,,
Bid,0,0,0,22,,,
Ask,0.43,0.39,0.13,22,,,
Bid,0,0,0,21,,,
Ask,0.42,0.39,0.38,21,,,
Ask,0.41,0.4,0.05,20.5,,,
Bid,0,0,0,20.5,,,
Bid,0,0,0.01,20,7.3,,
Ask,0.29,0.4,0.02,20,8.45,,
Bid,0,0,0,19.5,,,
Ask,0.25,0.28,0.05,19.5,,,
Ask,0.04,0.41,0.04,19,7.5,7.8,
Bid,0,0,0,19,6.25,6.3,
Bid,0,0,0,18.5,5.8,,5.85
Ask,0.22,0.42,0.05,18.5,7.3,,6.9
Bid,0,0,0,18,5.45,5.35,
Ask,0.06,0.22,0.1,18,6.45,6.8,
Bid,0,0,0,17.5,4.9,4.85,4.9
Ask,0.26,0.07,0.11,17.5,5.9,5.85,6.1
Bid,0.01,0.01,0.01,17,4.5,4.4,4.55
Ask,0.12,0.21,0.03,17,5.4,5.4,5.35
Bid,0.03,0,0,16.5,3.95,3.95,4.05
Ask,0.29,0.2,0.15,16.5,4.95,4.9,5.0
Bid,0.08,0.01,0,16,3.5,3.5,3.65
Ask,0.14,0.19,0.03,16,4.3,4.45,4.5
Bid,0.01,0.01,0.01,15.5,3.2,3.05,3.15
Ask,0.19,0.18,0.19,15.5,4.3,3.85,4.05
Bid,0.12,0.07,0.01,15,2.66,2.9,2.83
Ask,0.25,0.12,0.04,15,3.45,3.35,3.45
Bid,0.17,0.12,0.04,14.5,2.02,2.26,2.35
Ask,0.38,0.18,0.07,14.5,2.79,3.05,3.15
Bid,0.3,0.01,0.04,14,1.82,1.83,1.89
Ask,0.42,0.25,0.11,14,2.29,2.44,2.66
Ask,0.54,0.37,0.18,13.5,1.85,2.02,2.2
Bid,0.36,0.21,0.09,13.5,1.23,1.54,1.6
Bid,0.51,0.33,0.2,13,0.92,1.08,1.28
Ask,0.7,0.5,0.3,13,1.49,1.72,1.8
Bid,,0.48,0.26,12.5,0.68,0.85,1.01
Ask,,0.74,0.46,12.5,1.03,1.22,1.43
Bid,0.99,0.68,0.47,12,0.4,0.6,0.78
Ask,1.11,1.12,0.93,12,0.58,0.88,1.05
Bid,,,0.62,11.5,0.31,0.43,0.61
Ask,,,1.26,11.5,0.54,0.66,0.85
Bid,,,1.03,11,0.16,0.28,0.42
Ask,,,1.65,11,0.24,0.47,0.65
Bid,,,1.31,10.5,0.07,0.13,0.25
Ask,,,1.96,10.5,0.15,0.28,0.5
Bid,,,,10,0.01,0.08,0.16
Ask,,,,10,0.13,0.19,0.29
Ask,3.65,,,9,0.25,0.27,0.27
Bid,2.75,,,9,0,0,0.01
Ask,,,,8,0.4,0.13,0.05
Bid,,,,8,,0.01,0.0
Ask,,,,6,0.38,,
Bid,,,,5,0,0,
Ask,,,,5,0.38,0.38,
Bid,,,7.65,4,,,
Ask,,,8.75,4,,,
Ask,,,9.95,3,,,
Bid,,,8.7,3,,,
Bid,,,9.55,2,,,
Ask,,,10.75,2,,,
Bid,,,10.6,1,,,
Ask,,,11.75,1,,,
Chain,CE_2026-10-16,CE_2026-07-17,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-07-17,PE_2026-10-16
Bid,,0,,270,145.1,,
Ask,,2.5,,270,149.1,,
Ask,,2.75,0.75,260,136.7,,
Bid,,0,0,260,132.6,,
Ask,,2.05,0.75,250,,,
Bid,,0,0,250,,,
Ask,,2.35,0.95,240,116.7,,
Bid,,0.05,0,240,112.6,,
Bid,,0.05,0,230,75.5,105.8,
Ask,,2.7,0.75,230,79,109,
Bid,2.9,0.3,0,220,66.3,,
Ask,5.8,3.3,0.75,220,70.4,,
Ask,7,3.5,3.5,210,61.1,87.6,
Bid,3.8,0.8,0,210,57.4,84.8,
Ask,,4.5,0.75,200,77,78,
Bid,,1.7,0,200,73.5,75,
Bid,6.5,1.6,0,195,44.5,71.6,
Ask,8.7,4.1,0.75,195,47.2,74.8,
Bid,7.3,1.95,0,190,63.9,,
Ask,9.2,4.4,0.75,190,66.8,,
Bid,6.3,2.45,0,185,58.7,61,
Ask,10,4.8,0.75,185,61.8,64.3,
Ask,10.8,6,1.6,180,58.9,60.1,
Bid,7.8,2.9,0,180,55.7,57.3,
Bid,8.7,3,0,175,48.9,53.6,
Ask,11.7,6.1,0.9,175,52,56.7,
Bid,9.6,4.5,0,170,45.8,49.2,
Ask,12.6,6.8,1.1,170,48.9,52.2,
Bid,11,5.2,0,165,39.2,44.8,
Ask,13.7,7.6,2.1,165,42.5,47.9,
Bid,12,5.5,0.25,160,36.1,40.9,46.0
Ask,15,8.4,2.05,160,39,44.5,48.9
Bid,13.2,7.2,0.4,155,31.1,36.8,41.9
Ask,16.2,10,2.4,155,34.4,39.9,45.2
Bid,14.4,8.5,0.75,150,26.6,33,
Ask,17.7,10.6,2,150,29.5,35.9,
Ask,,12,2.15,145,24,32.3,
Bid,,9.7,1.5,145,22,29.3,
Bid,18,11.2,1.95,140,18.1,25.9,
Ask,21,13.3,2.8,140,19.8,28.8,
Ask,22.5,15,4,135,15.9,25.5,31.1
Bid,19.7,12.8,3.1,135,14.5,22.6,28.3
Bid,21.2,14.7,4.5,130,11.4,19.7,25.4
Ask,24.3,17.4,5.7,130,12.4,22.3,28.2
Bid,24,16.8,6.4,125,8.4,17.1,
Ask,26.5,19.5,7.7,125,9.5,19.3,
Bid,25.3,19.1,8.9,120,6.1,14.2,19.7
Ask,28.4,22,10.3,120,7.1,16.8,22.9
Bid,27.6,21.7,11.8,115,4.1,11.9,
Ask,30.7,24.4,14.4,115,5.2,14.4,
Bid,,24.2,15.2,110,2.15,9.7,14.8
Ask,,27.2,18.1,110,3.8,12.3,17.8
Bid,32.5,27.2,18.9,105,2,7.8,12.7
Ask,35.9,30.2,22.1,105,2.75,10.8,14.6
Bid,,32.3,23.1,100,1.1,5.9,10.5
Ask,,34.7,26.2,100,2.1,8.8,13.6
Bid,,36.2,27.5,95,,4.9,8.6
Ask,,38.9,30.5,95,,6.9,11.2
Ask,44.8,40.4,56.2,90,1.15,6,10.1
Bid,41.8,36.8,53.2,90,0.1,3.1,6.9
Bid,,40.7,36.6,85,0,2.9,5.3
Ask,,44.4,40,85,0.9,4.8,8.5
Bid,,,74.5,80,0,1.1,4.0
Ask,,,78,80,0.75,4,7.1
Bid,,51.2,77.4,75,0,0.45,3.3
Ask,,54.1,81.1,75,0.75,2.6,5.7
Ask,,,,70,1.15,1.9,4.8
Bid,,,,70,0,0.05,1.9
Bid,60,,,65,,,
Ask,63.7,,,65,,,
Ask,,,67.8,60,,,
Bid,,,63.6,60,,,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,,0,0,32,,15.35,
Ask,,2.13,1.2,32,,19.05,
Ask,,,1.6,31,18.05,,
Bid,,,0,31,15.25,,
Ask,,0.6,0.6,30,17,,
Bid,,0,0,30,13.7,,
Ask,,,1.2,29,,15,
Bid,,,0,29,,13.2,
Bid,,,0,28,,11.3,
Ask,,,0.95,28,,14.9,
Bid,,0,0,27,,,
Ask,,0.06,0.53,27,,,
Ask,1.39,0.37,0.85,26,,,
Bid,0,0,0,26,,,
Ask,0.17,0.14,2.11,25,,,
Bid,0,0.02,0,25,,,
Bid,0,0,0,24,,7.2,
Ask,1.4,0.37,0.39,24,,10,
Bid,0,,,23.5,,,7.6
Ask,2.21,,,23.5,,,9.35
Bid,0.01,0,0,23,6.7,7.35,
Ask,0.34,0.16,0.63,23,9.9,9,
Bid,0.01,,,22.5,,,
Ask,0.34,,,22.5,,,
Bid,0.01,0.01,0,22,,6.45,
Ask,0.36,0.21,0.58,22,,7.8,
Bid,0.01,,0,21.5,,,
Ask,0.4,,2.13,21.5,,,
Ask,0.44,0.25,0.05,21,7,,
Bid,0.01,0.03,0,21,5.35,,
Bid,0.01,0.04,0,20.5,,,
Ask,0.33,0.27,0.12,20.5,,,
Ask,0.38,0.32,0.1,20,7.05,6.7,
Bid,0.1,0.09,0.01,20,3.6,3.75,
Ask,0.56,0.33,0.1,19.5,,,
Bid,0.15,0.1,0.01,19.5,,,
Ask,0.5,0.38,0.16,19,5.4,,
Bid,0.09,0.13,0.02,19,3.2,,
Bid,0.2,0.18,0.07,18.5,2.26,3.5,
Ask,0.78,0.32,0.12,18.5,5.3,4.45,
Bid,0.35,0.23,0.07,18,2.58,2.82,
Ask,0.71,0.39,0.18,18,4,3.6,
Ask,0.74,0.55,0.2,17.5,3.55,3.15,3.55
Bid,0.39,0.31,0.14,17.5,1.69,2.43,2.68
Ask,0.86,0.59,0.3,17,2.36,2.76,
Bid,0.48,0.41,0.22,17,1.88,2.14,
Ask,0.93,0.69,0.37,16.5,1.97,2.36,2.74
Bid,0.64,0.36,0.32,16.5,1.59,1.92,2.11
Ask,1.3,0.88,0.5,16,1.58,2.02,2.39
Bid,0.77,0.5,0.48,16,1.33,1.58,1.76
Bid,0.95,0.95,0.65,15.5,1.02,1.27,1.43
Ask,1.41,1.06,0.7,15.5,1.27,1.71,2.05
Bid,1.09,1.12,0.9,15,0.74,1,1.15
Ask,1.61,1.32,0.96,15,0.87,1.44,1.85
Bid,1.38,1.17,1,14.5,0.54,0.8,1.01
Ask,1.87,1.56,1.23,14.5,0.75,0.96,1.5
Ask,2.27,1.89,1.63,14,0.47,0.99,0.99
Bid,1.61,1.45,1.31,14,0.36,0.56,0.72
Ask,2.51,2.3,2.07,13.5,0.35,0.81,1.07
Bid,1.86,1.79,1.68,13.5,0.23,0.3,0.65
Bid,,2.17,1.76,13,0.17,0.24,0.4
Ask,,2.82,2.96,13,0.22,0.46,0.69
Ask,3.4,3.4,2.98,12.5,0.2,0.54,0.57
Bid,2.34,1.8,2.18,12.5,0.1,0.15,0.38
Bid,,2.64,2.43,12,0.08,0.03,0.28
Ask,,4.05,4.1,12,0.19,0.26,0.7
Ask,,5,4.9,11.5,0.18,0.37,
Bid,,1.7,2.33,11.5,0.04,0.01,
Bid,,3.35,3.45,11,0,0.08,0.14
Ask,,5.4,5,11,0.15,0.16,0.36
Bid,,,3.75,10.5,0.01,0.02,
Ask,,,5.85,10.5,0.24,0.26,
Bid,3.45,4.2,4.4,10,0,0,0.08
Ask,6.5,6.15,6.35,10,0.05,1,0.2
Bid,,,4.55,9.5,0,,
Ask,,,6.8,9.5,0.59,,
Bid,,,,9,0,0,0.0
Ask,,,,9,2.13,2.15,0.39
Bid,,,4.9,8.5,0,,
Ask,,,8.3,8.5,1.2,,
Bid,,,5.25,8,0,0,
Ask,,,8.8,8,0.75,2.14,
Ask,,,9.3,7.5,1.8,,
Bid,,,5.7,7.5,0,,
Bid,,,7.35,6,,,
Ask,,,10.8,6,,,
Bid,,9,9,5,,,
Ask,,11.8,11.15,5,,,
Bid,,,9.9,4,,,
Ask,,,12.75,4,,,
Ask,,,13.75,3,,,
Bid,,,10,3,,,
Bid,,,11.9,2,,,
Ask,,,14.7,2,,,
Ask,,,16,1,,,
Bid,,,12.9,1,,,
Chain,CE_2026-07-17,CE_2026-05-15,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-05-15,PE_2026-07-17
Bid,0,,,95,,,
Ask,1.55,,,95,,,
Ask,1.65,,,90,,30.3,
Bid,0,,,90,,26.8,
Ask,1.8,1.3,1,85,,,
Bid,0,0.15,0,85,,,
Ask,2.25,0.7,0.2,80,,22.2,24.7
Bid,0.05,0,0,80,,19.2,21.7
Bid,0.05,0.15,0,75,,16.9,16.9
Ask,3.1,1,0.25,75,,19.4,20.1
Bid,0.55,0.05,0,70,11.9,12.3,12.8
Ask,3.9,2.2,1.1,70,14.2,14.6,16.0
Ask,4.5,3.4,1.2,65,9.6,10.7,12.3
Bid,2.45,0.4,0.2,65,7.5,7.8,9.4
Ask,7,5.1,3.1,60,5.9,7.6,9.3
Bid,3.9,2.9,1.25,60,3.5,4.5,6.4
Bid,6.4,4.6,3,55,1,2.4,3.5
Ask,9.5,7.5,5.6,55,3.4,4.9,6.8
Bid,9.1,8.4,6.7,50,0.25,0.45,1.75
Ask,12.5,10.1,9.2,50,1.85,3.3,4.9
Ask,,,10.9,49,1.75,3.6,4.0
Bid,,,8.4,49,0.05,1,0.8
Ask,,13.9,13.4,48,1.55,2.7,4.2
Bid,,11.9,8.7,48,0.05,0.3,0.8
Bid,12,10.2,10,47,0.05,0.4,0.6
Ask,14.3,13,14.3,47,1.45,2.3,3.9
Bid,12.2,12,11.8,46,0.45,0.55,0.35
Ask,15.2,15.7,14.9,46,2.15,2.45,3.6
Ask,15.9,14.7,13.6,45,0.7,2.25,3.4
Bid,13,12.4,11.3,45,0,0.65,0.7
Bid,,14,,44,0,0.05,0.5
Ask,,17.3,,44,1.3,1.9,3.1
Bid,,14,,43,0,0,0.2
Ask,,18.4,,43,0.35,0.95,3.3
Bid,,,,42,0,0.05,0.05
Ask,,,,42,0.45,1.75,2.65
Bid,,,,41,0,0.05,0.05
Ask,,,,41,1.3,1.7,2.5
Bid,16.8,16.6,16.1,40,0.1,0.2,0.05
Ask,19.9,19.2,18.7,40,0.4,1.65,2.35
Bid,,,,39,0.05,0.35,0.05
Ask,,,,39,1.25,1.6,2.25
Bid,,,,38,0.05,0.05,0.05
Ask,,,,38,0.95,1.6,2.2
Bid,,,,37,0,0.15,0.05
Ask,,,,37,0.95,1.65,2.1
Bid,,22.5,,36,0,0.05,0.05
Ask,,25.4,,36,1.35,1.65,2.05
Bid,,,,35,0,0.05,0.05
Ask,,,,35,1.2,0.75,2.0
Ask,,,,34,1.15,1.5,
Bid,,,,34,0,0.05,
Bid,,23.5,,33,0,0.05,
Ask,,27.6,,33,0.75,1.45,
Ask,,,,32,0.75,1.4,
Bid,,,,32,0.05,0,
Bid,28.2,,,30,0,0,0.05
Ask,31.6,,,30,0.75,1.5,1.55
Bid,,28,,29,0,,
Ask,,30,,29,0.75,,
Bid,,,,27,,0,
Ask,,,,27,,1,
Ask,,,,26,0.75,,
Bid,,,,26,0,,
Bid,,,,25,0,,
Ask,,,,25,0.75,,
Ask,,,35.4,23,,0.95,
Bid,,,32.8,23,,0,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,0,0,0,190,101.8,101.7,
Ask,0.85,1.2,0.95,190,104.5,104.5,
Ask,1.4,1.25,1.15,185,,,
Bid,0,0,,185,,,
Ask,0.6,0.4,1.35,180,94.5,,
Bid,0,0,,180,91.8,,
Ask,1.9,0.75,,175,89.5,,
Bid,0,0,,175,86.8,,
Bid,0,0,0,170,,,
Ask,1.35,1.4,0.75,170,,,
Bid,0,0.05,0,165,,,
Ask,2.15,1.55,0.25,165,,,
